6,4    1
8,8    1
11,5   1
14,2   1
11,4   1
14,1   1
4,4    1
9,4    1
6,4    1
11,8   1
8,8    1
8,4    1
8,4    1
8,8    1
9,8    1
6,4    1
8,4    1
14,2   1
14,2   1
8,4    1
8,4    1
9,4    1
9,4    1
7,4    1
3,4    1
11,8   1
14,6   1
13,4   1
1,4    1
8,5    1
10,1   1
4,4    1
13,3   1
1,6    1
3,5    1
1,4    1
8,5    1
11,7   1
8,4    1
9,4    1
13,5   1
1,14   1
14,4   1
6,44   1
6,4    1
3,5    1
2,1    1
14,4   1
11,6   1
8,8    1
8,4    1
8,4    1
8,4    1
13,1   1
11,4   1
5,3    1
2,4    1
6,4    1
7,4    1
8,4    1
8,4    1
14,6   1
10,6   1
10,3   1
10,6   1
4,4    1
7,5    1
9,4    1
2,4    1
3,5    1
14,5   1
7,4    1
8,8    1
1,1    1
13,3   1
11,5   1
4,5    1
2,4    1
1,9    1
6,4    1
8,4    1
11,7   1
8,8    1
5,3    1
11,5   1
9,4    1
7,4    1
4,8    1
11,1   1
11,1   1
8,5    1
8,4    1
4,4    1
13,8   1
11,4   1
11,5   1
8,4    1
1,1    1
14,2   1
7,4    1
10,5   1
4,4    1
3,5    1
6,4    1
4,8    1
3,5    1
12,5   1
11,7   1
8,4    1
2,4    1
7,4    1
7,4    1
11,9   1
6,4    1
9,4    1
13,1   1
8,4    1
11,6   1
9,4    1
13,6   1
2,9    1
14,6   1
10,8   1
8,5    1
1,7    1
8,4    1
14,4   1
13,2   1
14,3   1
13,6   1
11,4   1
2,8    1
8,5    1
9,4    1
13,4   1
1,6    1
4,4    1
2,3    1
6,4    1
8,5    1
11,6   1
11,4   1
8,3    1
10,6   1
11,4   1
10,6   1
14,4   1
14,3   1
9,4    1
6,4    1
8,8    1
5,3    1
8,4    1
13,7   1
9,4    1
8,4    1
3,5    1
6,4    1
6,4    1
1,3    1
8,8    1
13,6   1
2,8    1
8,4    1
11,6   1
2,2    1
1,4    1
11,5   1
1,6    1
11,5   1
4,8    1
9,8    1
11,5   1
1,4    1
11,1   1
6,4    1
8,4    1
11,5   1
8,4    1
7,4    1
1,6    1
3,5    1
6,4    1
13,3   1
6,4    1


8,5    1
8,4    1
13,3   1
8,4    1
1,7    1
7,4    1
10,2   1
11,4   1
11,3   1
2,4    1
3,5    1
1,6    1
9,4    1
6,4    1
14,2   1
9,8    1
9,8    1
11,4   1
3,5    1
11,3   1
13,1   1
7,4    1
2,4    1
7,4    1
1,5    1
1,5    1
8,4    1
1,6    1
8,5    1
8,4    1
2,5    1
7,4    1
14,1   1
14,2   1
4,8    1
14,6   1
7,4    1
8,4    1
4,4    1
8,4    1
8,4    1
8,4    1
7,8    1
11,5   1
14,3   1
11,1   1
13,5   1
8,4    1
9,4    1
8,5    1
8,8    1
6,4    1
14,6   1
11,4   1
11,3   1
7,4    1
3,5    1
11,3   1
2,5    1
11,6   1
11,4   1
8,8    1
14,4   1
5,3    1
8,4    1
13,3   1
6,4    1
6,4    1
1,6    1
8,4    1
8,8    1
1,4    1
2,1    1
8,8    1
4,4    1
8,4    1
2,3    1
13,8   1
6,4    1
14,4   1
