17.0,78   1 
12.0,70   1 
14.0,80   1 
15.0,70   1 
14.5,70   1 
15.8,72   1 
14.5,74   1 
14.0,70   1 
17.0,70   1 
17.0,78   1 
17.0,78   1 
16.5,72   1 
14.6,60   1 
24.5,78   1 
14.43,76  1 
18.5,85   1 
14.5,74   1 
12.5,70   1 
14.0,77   1 
15.5,100  1 
14.0,78   1 
15.0,78   1 
15.5,92   1 
13.9,76   1 
15.2,76   1 
14.0,76   1 
13.0,94   1 
13.6,86   1 
14.2,72   1 
15.3,80   1 
15.0,840  1 
15.0,78   1 
15.5,82   1 
16.5,79   1 
17.0,82   1 
15.1,90   1 
16.3,78   1 
14.0,88   1 
16.5,82   1 
16.2,79   1 
14.5,94   1 
15.0,76   1 
16.4,84   1 
14.5,84   1 
16.0,82   1 
14.0,75   1 
16.0,72   1 
18.0,74   1 
14.3,98   1 
14.0,80   1 
15.0,72   1 
14.5,95   1 
14.3,105  1 
13.0,92   1 
15.6,80   1 
13.5,82   1 
14.0,100  1 
15.0,74   1 
17.0,75   1 
15.1,93   1 
13.5,100  1 
14.0,73   1 
16.0,87   1 
15.0,70   1 
15.0,70   1 
15.0,84   1 
15.2,72   1 
15.0,70   1 
15.5,73   1 
14.0,82   1 
14.0,80   1 
14.5,76   1 
17.0,89   1 
17.0,78   1 
15.2,76   1 
15.0,72   1 
14.0,85   1 
18.0,76   1 
16.5,80   1 
14.0,65   1 
15.0,71   1 
16.0,78   1 
15.9,78   1 
15.5,85   1 
17.0,72   1 
17.0,73   1 
15.0,70   1 
13.0,80   1 
13.6,90   1 
15.0,65   1 
14.0,74   1 
16.2,74   1 
16.0,92   1 
14.0,94   1 

---30%-----
15.0,88   1 
15.0,70   1 
14.0,70   1 
17.0,88   1 
15.0,90   1 
15.0,70   1 
16.5,73   1 
16.0,88   1 
14.5,78   1 
16.0,89   1 
14.0,89   1 
16.0,83   1 
15.0,78   1 
16.0,70   1 
22.2,70   1 
16.0,78   1 
15.0,76   1 
17.0,75   1 
16.2,78   1 
14.8,90   1 
15.0,85   1 
16.0,78   1 
15.8,80   1 
14.5,85   1 
14.5,76   1 
14.0,98   1 
21.0,78   1 
16.0,82   1 
15.0,80   1 
15.0,70   1 
14.9,75   1 
14.5,85   1 
17.0,75   1 
15.2,78   1 
15.0,80   1 
14.0,73   1 
15.0,80   1 
16.0,80   1 
15.0,83   1 
15.0,72   1 
15.0,80   1 
